Score,Name of the Person,Quote,Video Title,Link to Video,Timestamp
4,Rebekah Hansen,fraud it's like that can't solve these complicated problems or that it is too hard and I have definitely also felt that with music sometimes,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=98s,[01:38]
4,Rebekah Hansen,working on a new piece of music you can get that feeling of it's too hard I can't do it I'm not really a musician,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=114s,[01:54]
3,Rebekah Hansen,I'm an imposter I'm just pretending but when I try to do is step back and play something simple just a simple song to remind,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=128s,[02:08]
4,Rebekah Hansen,myself of the joy that the music brings also that I have accomplished something and that's the same for engineering if I can remind myself,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=142s,[02:22]
3,Rebekah Hansen,to take a step back and maybe look at a more simple problem or situation where I have mastered that or I learned something or,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=158s,[02:38]
4,Rebekah Hansen,I accomplished something and it can remind me to feel the joy and happiness that engineering and working hard brings,E3 in 3D - Rebekah Hansen,https://vimeo.com/700450245#t=172s,[02:52]
4,Steve Schliesing,paleontologist if I hadn't gone into engineering you know me personally what I really excited to me is Discovery what I do think about is,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=0s,[00:00]
4,Fossil Hunter,just the Wonder of our world to me that's something that you want to understand call the creeks in this area have cut through a,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=18s,[00:18]
6,Fossil Hunter,geologic formation that is really rich in shark's teeth you can go anywhere and look for fossils and be unsuccessful but knowing where to look,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=36s,[00:36]
4,Fossil Hunter,take some research just from experience I know there's a layer a couple feet under this to the house the actual contact material where those,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=55s,[00:55]
6,Fossil Hunter,sharks teeth are I'd say communication is actually one area surprisingly that I've gained a lot from the engineers traditionally a lot of them don't,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=75s,[01:15]
4,Fossil Hunter,like talking to other people and stuff but it's nice to be able to introduce people to the Hobby and explain some things that you've,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=95s,[01:35]
4,Fossil Hunter,learned and help them learn and then as a group you just are better,E3 in 3D - Steve Schliesing,https://vimeo.com/663001626#t=113s,[01:53]
4,SmALL BUSINESS,hi everybody it's Friday afternoon it's been a long week I'm going to laugh all the way through this because I have a freaking prankster,E3 is a small business...or not!,https://vimeo.com/482655593#t=0s,[00:00]
1,Ile Market,for a videographer Kelly I wanted to talk to you today about something that we talked about our management meeting about a week ago and,E3 is a small business...or not!,https://vimeo.com/482655593#t=27s,[00:27]
4,MaCOLE MARKET,we all heard small business small business that you know small businesses are going to be in trouble because of covid small businesses are risk,E3 is a small business...or not!,https://vimeo.com/482655593#t=54s,[00:54]
4,Migole And,you know if you think about this business the only one that decided that they have a range or a set of metrics to determine,E3 is a small business...or not!,https://vimeo.com/482655593#t=83s,[01:23]
4,Ple Market,what a small business is there's a lot written on small business what makes a small business actually there was a lot of business what,E3 is a small business...or not!,https://vimeo.com/482655593#t=108s,[01:48]
4,Lower Mecole Market,is 32 million businesses in America but 25 million hours from 2015 play after 20 hours and 10 minutes of study ending today about 10,E3 is a small business...or not!,https://vimeo.com/482655593#t=135s,[02:15]
4,Ver Mecole Market,minutes ago I finally have something that I believe is relevant D3 so I wanted to show you this triangle and this triangle represents from,E3 is a small business...or not!,https://vimeo.com/482655593#t=161s,[02:41]
4,Mioole And,the study that I did about 17 million in the United States 8341 I started doing the research and found out that this area right,E3 is a small business...or not!,https://vimeo.com/482655593#t=189s,[03:09]
4,Lower Miole Market,here is actually the area that we're in we're actually not listed as a small business and so according to the SBA you're a small,E3 is a small business...or not!,https://vimeo.com/482655593#t=215s,[03:35]
4,Midole Mari,business if you're less than 308.5 million dollars a year Revenue volume at large and so this area down here this is well let's go,E3 is a small business...or not!,https://vimeo.com/482655593#t=240s,[04:00]
4,Lower Ricole Market,back to here this is 1 million to 5 million dollars of Revenue stop 3% of company sizes in the country and I know that's,E3 is a small business...or not!,https://vimeo.com/482655593#t=267s,[04:27]
4,Moole Market,hard to believe in and I spent 20 hours and 10 minutes researching this because I wanted to I wanted to know that doesn't sound,E3 is a small business...or not!,https://vimeo.com/482655593#t=291s,[04:51]
4,Moole Market,right to me we're a small company is 1050 to 100 10 to 25 million you've got you've got 50 to 100 and then you've,E3 is a small business...or not!,https://vimeo.com/482655593#t=317s,[05:17]
4,Potoole Market,got 25 to 58 okay this range in the market and here again there's no there's no perfect this area now how many companies are,E3 is a small business...or not!,https://vimeo.com/482655593#t=339s,[05:39]
4,Lower Mim,"in the Rangers 175,000 companies that are 5 to 10 million dollars in Revenue there are 115,000 that are 10 to 25 maybe there are",E3 is a small business...or not!,https://vimeo.com/482655593#t=364s,[06:04]
4,Lower Micole Parket,"41,000 and then the 5200 which is where we are there's 21,000 companies out of at 17 million 6000000 down here where we have talked",E3 is a small business...or not!,https://vimeo.com/482655593#t=390s,[06:30]
4,Toble And,about where we are that we are a small company now this is nationally okay 17 million companies that's even hard to get your hands,E3 is a small business...or not!,https://vimeo.com/482655593#t=416s,[06:56]
4,Micole Marki,around but 16.6 of them are down here under 1 million in Revenue 1235 10:20 people now I will tell you this is this is,E3 is a small business...or not!,https://vimeo.com/482655593#t=443s,[07:23]
4,Miodle And,this is a generally speaking 100 to 500 people and this is 2000 people revenue for head we actually outperform a lot of these companies,E3 is a small business...or not!,https://vimeo.com/482655593#t=467s,[07:47]
4,Tall Business,in the Middle Market which is actually in here so why do I tell you all that I'll wrap it up with this if you,E3 is a small business...or not!,https://vimeo.com/482655593#t=494s,[08:14]
4,Mioole Marketi,think small you'll act small we want to convey to our clients and our employees that we're not small anymore we're actually that's awesome play,E3 is a small business...or not!,https://vimeo.com/482655593#t=516s,[08:36]
4,SSENESCa MENS,believe that we're in the 97 to 98% range of size that is not small anymore I tell you this because we're not at risk,E3 is a small business...or not!,https://vimeo.com/482655593#t=545s,[09:05]
4,Micole Merket,like a small business because of covid-19 we're not at risk of the economically 55 million in revenue and that given the year we have,E3 is a small business...or not!,https://vimeo.com/482655593#t=568s,[09:28]
4,Coole Markete,with covid is ridiculous so we're thankful for that so what's the takeaway we're not small anymore we are a medium-sized business we are about,E3 is a small business...or not!,https://vimeo.com/482655593#t=595s,[09:55]
5,Cle Market,to be in the middle of the medium-sized businesses we will get their business is the most highly sought-after and most valuable company in this,E3 is a small business...or not!,https://vimeo.com/482655593#t=624s,[10:24]
4,Tole Market,group except for some of these these are two big these are the ones that are you know a lot of these are 30 plus,E3 is a small business...or not!,https://vimeo.com/482655593#t=652s,[10:52]
5,Midole And,years old and they're kind of called the the Forgotten and the hidden ones that a good brands that the good values they're no longer,E3 is a small business...or not!,https://vimeo.com/482655593#t=675s,[11:15]
4,Mioule Marketi,family-owned most of them are public we're getting into the level here that the number of private companies starts to go down so I hope,E3 is a small business...or not!,https://vimeo.com/482655593#t=702s,[11:42]
